N	L	T	lambda0	lambda1	lambda2	K	h	b	Cost_AP	s_AP	S_AP	Sigma	sigma	Simu_AP	Simu_PL_0	Simu_PL_s	Simu_PL_S
12	2	2	3	1	2	100	5	9	627.7922032	7	25	10	3	627.79002	651.84576	647.15081	671.04719
12	2	2	3	1	2	100	5	19	800.9951332	10	27	10	4	801.34091	844.88644	825.36778	849.87426
12	2	2	3	1	2	100	5	29	940.1712668	11	27	10	5	940.66896	999.32088	967.33985	990.80824
12	2	2	3	1	2	200	1	9	556.5504024	7	65	10	5	556.40821	562.95148	558.04317	559.6739
12	2	2	3	1	2	200	1	19	687.5085897	10	68	10	6	687.1797	698.13757	688.78315	690.39533
12	2	2	3	1	2	200	1	29	802.0273186	12	70	10	6	801.30045	814.39337	802.77418	804.34756
12	2	2	3	1	2	200	3	9	769.5375195	6	34	10	4	769.13431	785.45266	778.34284	788.9293
12	2	2	3	1	2	200	3	19	933.315699	9	37	10	5	933.4614	962.56142	943.63985	953.24149
12	2	2	3	1	2	200	3	29	1065.622399	11	39	10	5	1066.61619	1102.71307	1076.8753	1086.01523
12	2	2	3	1	2	200	5	9	875.8265752	4	31	10	3	875.72875	893.26633	889.49528	909.20454
12	2	2	3	1	2	200	5	19	1082.17555	8	33	10	4	1081.9643	1117.65105	1099.47554	1117.83082
12	2	2	3	1	2	200	5	29	1234.67386	9	34	10	5	1235.12677	1286.07252	1255.44298	1274.38872
12	2	2	4	1	1	50	1	9	357.0117998	13	39	11	6	357.28628	364.48871	359.48726	360.98088
12	2	2	4	1	1	50	1	19	505.8413205	15	41	11	7	505.63986	515.15373	507.81888	509.23236
12	2	2	4	1	1	50	1	29	645.4321568	16	42	11	8	645.16713	655.65092	647.29074	648.63786
12	2	2	4	1	1	50	3	9	477.490832	11	26	11	5	477.34504	491.97877	486.54136	493.48978
12	2	2	4	1	1	50	3	19	656.24286	13	28	11	6	656.48522	678.32458	667.18685	674.32542
12	2	2	4	1	1	50	3	29	812.430832	15	29	11	7	811.68561	838.41346	823.15348	829.95401
12	2	2	4	1	1	50	5	9	540.6602222	10	23	11	4	540.94191	557.95119	555.57517	566.23475
12	2	2	4	1	1	50	5	19	743.190438	13	24	11	5	742.45715	770.97843	761.16539	772.82836
12	2	2	4	1	1	50	5	29	913.6832267	14	25	11	6	913.97878	950.2282	934.33651	946.09795
12	2	2	4	1	1	100	1	9	459.3227466	12	41	11	6	459.2942	466.12025	461.28687	462.74431
12	2	2	4	1	1	100	1	19	609.7240992	15	44	11	7	609.1915	618.49941	611.1675	612.47133
12	2	2	4	1	1	100	1	29	750.0668675	16	45	11	8	751.0598	761.73267	752.94454	754.16066
12	2	2	4	1	1	100	3	9	627.6682631	9	31	11	5	627.94753	640.74832	635.28994	641.54011
12	2	2	4	1	1	100	3	19	814.7419251	12	32	11	6	814.40279	835.31723	823.00376	829.23202
12	2	2	4	1	1	100	3	29	974.2429211	14	33	11	7	974.4142	999.11437	983.34885	989.22922
12	2	2	4	1	1	100	5	9	710.7778558	8	26	11	4	710.90562	726.58371	723.32309	734.75596
12	2	2	4	1	1	100	5	19	929.7392026	11	28	11	5	929.02473	957.12991	944.13228	955.68124
12	2	2	4	1	1	100	5	29	1107.773241	13	29	11	6	1108.11173	1143.41198	1124.48849	1135.95097
12	2	2	4	1	1	200	1	9	601.6521071	9	66	11	6	601.8318	606.22839	602.86184	603.64596
12	2	2	4	1	1	200	1	19	764.3892842	12	70	11	7	764.64089	771.06422	765.56952	766.35799
12	2	2	4	1	1	200	1	29	909.7444647	14	72	11	8	909.23345	916.86306	910.05904	910.83782
12	2	2	4	1	1	200	3	9	838.5336322	8	35	11	5	838.37781	849.06693	844.15149	849.32292
12	2	2	4	1	1	200	3	19	1040.711209	11	39	11	6	1040.48556	1058.24296	1046.58694	1051.24093
12	2	2	4	1	1	200	3	29	1207.650043	13	41	11	7	1207.83081	1229.18351	1213.92033	1218.29811
12	2	2	4	1	1	200	5	9	961.2883534	5	32	11	4	960.96015	972.66132	969.80784	979.34936
12	2	2	4	1	1	200	5	19	1213.78579	9	35	11	5	1214.34028	1236.86459	1225.18175	1234.12666
12	2	2	4	1	1	200	5	29	1403.51924	11	35	11	6	1403.07061	1434.57708	1415.78054	1425.34582
12	2	2	5	1	0	50	1	9	403.0947489	14	41	13	8	403.30292	403.30292	403.30292	403.30292
12	2	2	5	1	0	50	1	19	584.0231405	17	44	13	9	584.06948	584.06948	584.06948	584.06948
12	2	2	5	1	0	50	1	29	754.5432202	18	45	13	9	754.17816	754.17816	754.17816	754.17816
12	2	2	5	1	0	50	3	9	549.2479113	12	28	13	6	549.01146	549.01146	549.01146	549.01146
12	2	2	5	1	0	50	3	19	767.6334431	15	30	13	7	767.35993	767.35993	767.35993	767.35993
12	2	2	5	1	0	50	3	29	958.2863198	17	30	13	8	958.14124	958.14124	958.14124	958.14124
12	2	2	5	1	0	50	5	9	629.3391955	11	24	13	5	629.57698	629.57698	629.57698	629.57698
12	2	2	5	1	0	50	5	19	879.9851336	14	26	13	6	880.36218	880.36218	880.36218	880.36218
12	2	2	5	1	0	50	5	29	1089.645641	16	27	13	7	1090.38166	1090.38166	1090.38166	1090.38166
12	2	2	5	1	0	100	1	9	505.3988245	14	43	13	8	505.84992	505.84992	505.84992	505.84992
12	2	2	5	1	0	100	1	19	687.7854666	17	46	13	9	687.35046	687.35046	687.35046	687.35046
12	2	2	5	1	0	100	1	29	859.0705601	18	47	13	9	859.08162	859.08162	859.08162	859.08162
12	2	2	5	1	0	100	3	9	699.4219576	10	33	13	6	699.49396	699.49396	699.49396	699.49396
12	2	2	5	1	0	100	3	19	925.8153608	14	34	13	7	926.04133	926.04133	926.04133	926.04133
12	2	2	5	1	0	100	3	29	1119.852203	16	35	13	8	1119.96769	1119.96769	1119.96769	1119.96769
12	2	2	5	1	0	100	5	9	800.0026824	10	27	13	5	799.82515	799.82515	799.82515	799.82515
12	2	2	5	1	0	100	5	19	1066.756801	13	30	13	6	1066.90284	1066.90284	1066.90284	1066.90284
12	2	2	5	1	0	100	5	29	1283.364669	15	31	13	7	1284.09623	1284.09623	1284.09623	1284.09623
12	2	2	5	1	0	200	1	9	647.2476088	11	68	13	8	647.07194	647.07194	647.07194	647.07194
12	2	2	5	1	0	200	1	19	841.7479489	14	72	13	9	841.87044	841.87044	841.87044	841.87044
12	2	2	5	1	0	200	1	29	1017.879832	16	74	13	9	1018.01216	1018.01216	1018.01216	1018.01216
12	2	2	5	1	0	200	3	9	910.4881419	9	37	13	6	910.60135	910.60135	910.60135	910.60135
12	2	2	5	1	0	200	3	19	1151.482109	13	41	13	7	1151.87731	1151.87731	1151.87731	1151.87731
12	2	2	5	1	0	200	3	29	1352.597857	15	43	13	8	1352.80595	1352.80595	1352.80595	1352.80595
12	2	2	5	1	0	200	5	9	1051.20294	6	33	13	5	1051.69319	1051.69319	1051.69319	1051.69319
12	2	2	5	1	0	200	5	19	1350.574453	11	36	13	6	1350.59863	1350.59863	1350.59863	1350.59863
12	2	2	5	1	0	200	5	29	1578.975609	13	37	13	7	1578.82536	1578.82536	1578.82536	1578.82536
12	3	2	0	1	5	50	1	9	235.7887529	12	37	0	0	235.80827	235.80827	235.80827	235.80827
12	3	2	0	1	5	50	1	19	326.6942403	14	39	0	0	326.54535	326.54535	326.54535	326.54535
12	3	2	0	1	5	50	1	29	412.5159447	15	40	0	0	412.90822	412.90822	412.90822	412.90822
12	3	2	0	1	5	50	3	9	291.5127755	11	28	0	0	291.18305	291.18305	291.18305	291.18305
12	3	2	0	1	5	50	3	19	392.7624979	13	29	0	0	392.50473	392.50473	392.50473	392.50473
12	3	2	0	1	5	50	3	29	484.7712568	14	29	0	0	484.75728	484.75728	484.75728	484.75728
12	3	2	0	1	5	50	5	9	315.8504098	10	25	0	0	315.92629	315.92629	315.92629	315.92629
12	3	2	0	1	5	50	5	19	425.0689284	12	26	0	0	425.72811	425.72811	425.72811	425.72811
12	3	2	0	1	5	50	5	29	521.5455653	13	27	0	0	521.46165	521.46165	521.46165	521.46165
12	3	2	0	1	5	100	1	9	336.3635921	9	38	0	0	336.34974	336.34974	336.34974	336.34974
12	3	2	0	1	5	100	1	19	428.1855286	12	40	0	0	428.3177	428.3177	428.3177	428.3177
12	3	2	0	1	5	100	1	29	514.5474365	14	41	0	0	514.62786	514.62786	514.62786	514.62786
12	3	2	0	1	5	100	3	9	409.8528948	9	33	0	0	410.13724	410.13724	410.13724	410.13724
12	3	2	0	1	5	100	3	19	523.2418988	11	35	0	0	522.6187	522.6187	522.6187	522.6187
12	3	2	0	1	5	100	3	29	620.7418084	12	36	0	0	621.61839	621.61839	621.61839	621.61839
12	3	2	0	1	5	100	5	9	454.6039016	8	29	0	0	454.68489	454.68489	454.68489	454.68489
12	3	2	0	1	5	100	5	19	577.5259855	11	29	0	0	577.4003	577.4003	577.4003	577.4003
12	3	2	0	1	5	100	5	29	678.8191897	12	29	0	0	678.84656	678.84656	678.84656	678.84656
12	3	2	0	1	5	200	1	9	446.6091737	8	61	0	0	446.88324	446.88324	446.88324	446.88324
12	3	2	0	1	5	200	1	19	550.2344414	11	64	0	0	550.38921	550.38921	550.38921	550.38921
12	3	2	0	1	5	200	1	29	641.853839	12	66	0	0	641.52431	641.52431	641.52431	641.52431
12	3	2	0	1	5	200	3	9	610.7794563	7	34	0	0	610.50704	610.50704	610.50704	610.50704
12	3	2	0	1	5	200	3	19	727.9661316	11	36	0	0	727.94789	727.94789	727.94789	727.94789
12	3	2	0	1	5	200	3	29	828.1873311	12	38	0	0	828.155	828.155	828.155	828.155
12	3	2	0	1	5	200	5	9	661.7447675	7	31	0	0	661.70984	661.70984	661.70984	661.70984
12	3	2	0	1	5	200	5	19	801.6718289	9	34	0	0	802.05578	802.05578	802.05578	802.05578
12	3	2	0	1	5	200	5	29	914.8334921	11	35	0	0	915.5018	915.5018	915.5018	915.5018
12	3	2	1	1	4	50	1	9	293.5801406	14	39	5	2	293.65339	302.07532	296.79711	300.13827
12	3	2	1	1	4	50	1	19	436.4138664	16	41	5	3	436.27505	450.40212	439.73784	442.5751
12	3	2	1	1	4	50	1	29	573.2635505	17	42	5	3	573.33097	591.50672	576.77265	579.49448
12	3	2	1	1	4	50	3	9	360.5446567	12	29	5	1	360.47752	374.10253	370.7911	387.30409
12	3	2	1	1	4	50	3	19	517.6024449	15	30	5	2	517.82531	542.46698	530.88493	546.06976
12	3	2	1	1	4	50	3	29	663.1656438	16	31	5	2	663.41183	696.32132	677.33421	691.86945
12	3	2	1	1	4	50	5	9	392.1750079	12	26	5	1	392.06574	406.8297	406.55808	436.16964
12	3	2	1	1	4	50	5	19	559.6633307	14	27	5	2	559.91387	588.30956	582.20875	610.04483
12	3	2	1	1	4	50	5	29	711.296736	15	28	5	2	711.05933	750.51702	735.00929	763.34099
12	3	2	1	1	4	100	1	9	394.2986867	11	40	5	2	394.32868	402.44272	397.3641	400.61975
12	3	2	1	1	4	100	1	19	538.0343601	14	42	5	3	537.43838	550.73477	540.71106	543.4856
12	3	2	1	1	4	100	1	29	675.4101808	16	43	5	3	675.89711	692.95578	679.13327	681.77263
12	3	2	1	1	4	100	3	9	483.4212641	10	34	5	1	483.48469	494.57026	491.45785	503.70847
12	3	2	1	1	4	100	3	19	652.9174131	13	36	5	2	653.21509	673.84719	663.06937	674.69179
12	3	2	1	1	4	100	3	29	803.4962474	14	37	5	2	803.596	831.81503	814.16546	824.94313
12	3	2	1	1	4	100	5	9	536.1913847	9	30	5	1	536.16073	549.12847	548.37967	573.93776
12	3	2	1	1	4	100	5	19	716.6067166	13	30	5	2	716.89848	744.16082	736.45886	761.35879
12	3	2	1	1	4	100	5	29	873.5495052	14	30	5	2	872.21122	910.46802	893.29167	918.43674
12	3	2	1	1	4	200	1	9	506.1997351	10	62	5	2	505.87028	510.52346	507.42912	509.10056
12	3	2	1	1	4	200	1	19	661.506712	13	66	5	3	661.32699	668.83142	662.78966	664.33653
12	3	2	1	1	4	200	1	29	803.9564012	14	67	5	3	803.4073	813.72521	804.87244	806.39086
12	3	2	1	1	4	200	3	9	684.7292287	9	35	5	1	684.68381	695.27357	692.27057	704.24972
12	3	2	1	1	4	200	3	19	858.4777694	13	38	5	2	858.3545	877.74248	867.26641	877.77819
12	3	2	1	1	4	200	3	29	1012.386301	14	39	5	2	1011.88827	1038.1005	1021.23081	1030.95343
12	3	2	1	1	4	200	5	9	746.7220647	8	33	5	1	746.48826	757.70901	756.95043	779.2736
12	3	2	1	1	4	200	5	19	948.4693445	11	36	5	2	948.88927	970.97449	963.56721	982.27454
12	3	2	1	1	4	200	5	29	1117.203211	12	37	5	2	1116.57611	1147.20098	1131.57385	1149.75924
12	3	2	2	1	3	50	1	9	352.5635728	16	41	8	4	352.85944	364.46431	356.64901	360.63179
12	3	2	2	1	3	50	1	19	547.3866606	18	43	8	5	547.44985	565.57357	551.39327	554.89452
12	3	2	2	1	3	50	1	29	735.2344388	19	44	8	5	734.87234	756.3625	738.66592	742.09744
12	3	2	2	1	3	50	3	9	433.483466	14	30	8	2	433.65014	453.31901	447.07364	465.06836
12	3	2	2	1	3	50	3	19	647.7082917	16	31	8	3	648.18254	682.38634	664.17142	681.68075
12	3	2	2	1	3	50	3	29	846.9509175	18	32	8	4	846.71478	891.13959	864.0455	880.85338
12	3	2	2	1	3	50	5	9	473.8801626	13	27	8	2	473.541	495.31893	493.19494	522.85106
12	3	2	2	1	3	50	5	19	701.8544281	16	28	8	3	701.31486	741.50822	728.51407	759.30962
12	3	2	2	1	3	50	5	29	909.2631631	17	29	8	3	909.37536	963.16108	938.76629	970.70025
12	3	2	2	1	3	100	1	9	453.3653908	13	41	8	4	453.33005	464.94734	457.06735	460.94223
12	3	2	2	1	3	100	1	19	649.0877109	16	44	8	5	649.41024	666.38522	653.15508	656.54929
12	3	2	2	1	3	100	1	29	837.4793199	18	45	8	5	837.11082	858.55052	840.75455	844.04442
12	3	2	2	1	3	100	3	9	559.8372828	12	36	8	2	559.57893	575.75994	569.80443	584.03037
12	3	2	2	1	3	100	3	19	786.0102004	15	38	8	3	786.15845	815.40059	798.17261	811.67061
12	3	2	2	1	3	100	3	29	990.1281419	16	38	8	4	990.33135	1029.02141	1003.1357	1016.30363
12	3	2	2	1	3	100	5	9	621.9905975	11	30	8	2	622.26437	642.40547	639.68858	668.55375
12	3	2	2	1	3	100	5	19	862.524666	14	31	8	3	862.6333	901.9386	886.17551	914.84012
12	3	2	2	1	3	100	5	29	1075.912551	16	32	8	3	1076.46792	1129.41496	1101.72568	1130.33729
12	3	2	2	1	3	200	1	9	566.3709914	12	64	8	4	566.4727	573.03208	568.28039	570.32592
12	3	2	2	1	3	200	1	19	773.3642448	15	68	8	5	773.15762	783.34162	774.81296	776.74486
12	3	2	2	1	3	200	1	29	966.6188651	16	69	8	5	966.6824	980.45392	968.30447	970.22212
12	3	2	2	1	3	200	3	9	761.4873825	11	37	8	2	761.42486	776.97875	771.20069	784.79663
12	3	2	2	1	3	200	3	19	992.4583344	14	40	8	3	992.14751	1019.24474	1002.98007	1015.31445
12	3	2	2	1	3	200	3	29	1200.027648	16	41	8	4	1201.28213	1237.0922	1212.24407	1224.05515
12	3	2	2	1	3	200	5	9	835.4447498	10	34	8	2	835.7214	852.52764	849.77247	874.57836
12	3	2	2	1	3	200	5	19	1099.87667	13	37	8	3	1099.49219	1131.26589	1116.64637	1139.1645
12	3	2	2	1	3	200	5	29	1325.573927	14	39	8	3	1324.82085	1368.63956	1343.33482	1364.7626
12	3	2	3	1	2	50	1	9	412.6585339	17	42	10	5	412.38612	422.90811	415.64704	418.79271
12	3	2	3	1	2	50	1	19	659.5085086	20	45	10	6	659.16081	674.35131	662.34399	665.21253
12	3	2	3	1	2	50	1	29	898.3290827	21	46	10	6	900.06074	917.47437	903.20091	905.89871
12	3	2	3	1	2	50	3	9	510.400564	16	31	10	4	510.54268	529.62664	523.05391	535.96093
12	3	2	3	1	2	50	3	19	782.1955788	18	33	10	5	781.25491	812.31478	795.68071	808.73455
12	3	2	3	1	2	50	3	29	1035.597578	19	34	10	5	1035.58926	1073.89594	1050.39416	1063.63055
12	3	2	3	1	2	50	5	9	561.5017975	15	28	10	3	561.00531	582.18357	580.01165	601.41125
12	3	2	3	1	2	50	5	19	852.2220991	17	29	10	4	852.38625	890.54737	876.62426	899.28682
12	3	2	3	1	2	50	5	29	1116.988479	19	30	10	5	1117.65071	1165.57292	1145.24619	1167.93036
12	3	2	3	1	2	100	1	9	513.48048	15	43	10	5	513.4523	523.61141	516.58944	519.68929
12	3	2	3	1	2	100	1	19	761.2298028	19	46	10	6	762.45077	776.89856	765.50676	768.28076
12	3	2	3	1	2	100	1	29	1000.615976	20	47	10	6	1000.9247	1018.39749	1003.94157	1006.49722
12	3	2	3	1	2	100	3	9	639.203562	13	37	10	4	639.07215	654.96714	648.47328	659.34006
12	3	2	3	1	2	100	3	19	922.5297804	16	39	10	5	922.19019	949.35354	933.06276	943.71368
12	3	2	3	1	2	100	3	29	1180.518223	18	40	10	5	1181.15214	1215.73087	1192.29836	1202.74569
12	3	2	3	1	2	100	5	9	712.3951082	12	31	10	3	712.69508	732.62585	729.13605	749.87828
12	3	2	3	1	2	100	5	19	1015.552294	16	32	10	4	1016.1336	1052.95332	1037.38962	1059.66016
12	3	2	3	1	2	100	5	29	1285.888329	18	33	10	5	1287.07768	1336.23268	1310.23386	1331.71742
12	3	2	3	1	2	200	1	9	627.1444535	14	66	10	5	627.21142	633.3775	628.74793	630.37206
12	3	2	3	1	2	200	1	19	885.7586027	17	70	10	6	886.66485	895.80632	888.00879	889.58813
12	3	2	3	1	2	200	1	29	1129.773393	18	72	10	6	1128.47996	1139.45559	1129.71178	1131.18415
12	3	2	3	1	2	200	3	9	841.2598622	13	38	10	4	841.18805	856.42649	850.12199	860.54354
12	3	2	3	1	2	200	3	19	1129.892754	16	41	10	5	1129.54395	1154.78412	1139.1429	1148.77067
12	3	2	3	1	2	200	3	29	1390.927087	18	43	10	5	1390.53863	1423.21148	1400.12378	1409.35189
12	3	2	3	1	2	200	5	9	928.6021071	11	35	10	3	928.15985	944.90201	941.39122	960.20675
12	3	2	3	1	2	200	5	19	1256.736255	14	39	10	4	1256.23661	1287.09755	1271.80198	1289.17664
12	3	2	3	1	2	200	5	29	1539.276787	16	40	10	5	1539.92992	1580.82804	1556.55059	1573.1019
12	3	2	4	1	1	50	1	9	473.8515076	19	44	11	6	474.32454	480.40872	476.24861	477.7327
12	3	2	4	1	1	50	1	19	772.6289319	22	47	11	7	772.45278	780.8428	774.31245	775.63301
12	3	2	4	1	1	50	1	29	1062.367552	23	48	11	8	1060.88627	1070.16888	1062.66466	1063.92703
12	3	2	4	1	1	50	3	9	591.7328352	17	33	11	5	591.57579	603.42879	599.32257	605.69013
12	3	2	4	1	1	50	3	19	921.5586011	20	35	11	6	921.67532	939.61341	930.14133	936.59691
12	3	2	4	1	1	50	3	29	1229.094404	21	36	11	7	1228.57777	1250.01138	1237.48887	1243.63472
12	3	2	4	1	1	50	5	9	655.475328	16	29	11	4	655.7995	669.57598	667.88834	677.72777
12	3	2	4	1	1	50	5	19	1010.442975	19	31	11	5	1009.87445	1033.22583	1024.97727	1035.90993
12	3	2	4	1	1	50	5	29	1333.501704	20	32	11	6	1333.84736	1362.56171	1350.1885	1361.34955
12	3	2	4	1	1	100	1	9	574.6825424	17	45	11	6	574.83595	580.74589	576.70403	578.17296
12	3	2	4	1	1	100	1	19	874.3198855	21	48	11	7	875.12514	882.98259	876.86405	878.16996
12	3	2	4	1	1	100	1	29	1164.636177	22	49	11	8	1164.35934	1173.05006	1166.01449	1167.2098
12	3	2	4	1	1	100	3	9	721.6530172	15	39	11	5	721.82432	731.87453	727.57505	732.93956
12	3	2	4	1	1	100	3	19	1062.770163	18	41	11	6	1062.57657	1078.7963	1068.93865	1074.06236
12	3	2	4	1	1	100	3	29	1374.527049	20	42	11	7	1374.78314	1394.55244	1381.4972	1386.3588
12	3	2	4	1	1	100	5	9	808.0408266	14	32	11	4	808.2464	821.35625	818.94231	829.1679
12	3	2	4	1	1	100	5	19	1175.607185	18	34	11	5	1175.18942	1198.16384	1188.14516	1198.77788
12	3	2	4	1	1	100	5	29	1503.505344	19	35	11	6	1503.61653	1531.84542	1517.32516	1527.9948
12	3	2	4	1	1	200	1	9	688.4856137	16	68	11	6	688.81548	692.625	689.72712	690.52652
12	3	2	4	1	1	200	1	19	998.6309519	19	72	11	7	998.89112	1004.28009	999.66665	1000.43035
12	3	2	4	1	1	200	1	29	1293.341032	21	74	11	8	1293.63296	1299.91436	1294.31279	1295.0583
12	3	2	4	1	1	200	3	9	923.7865732	14	40	11	5	924.18005	933.92705	929.68163	934.82825
12	3	2	4	1	1	200	3	19	1270.363908	18	43	11	6	1270.02144	1285.96966	1275.79389	1280.41717
12	3	2	4	1	1	200	3	29	1585.043479	19	45	11	7	1584.66454	1603.43653	1590.36813	1594.75914
12	3	2	4	1	1	200	5	9	1026.051158	12	36	11	4	1025.92936	1036.98712	1034.41782	1043.50151
12	3	2	4	1	1	200	5	19	1418.590364	16	40	11	5	1419.34062	1438.87927	1428.92618	1437.43709
12	3	2	4	1	1	200	5	29	1758.330414	18	42	11	6	1758.42142	1783.56152	1768.38557	1776.66383
12	3	2	5	1	0	50	1	9	536.0089039	21	46	13	8	536.34539	536.34539	536.34539	536.34539
12	3	2	5	1	0	50	1	19	886.5451418	24	49	13	9	886.53623	886.53623	886.53623	886.53623
12	3	2	5	1	0	50	1	29	1227.079154	25	50	13	9	1226.88687	1226.88687	1226.88687	1226.88687
12	3	2	5	1	0	50	3	9	676.7707701	19	34	13	6	677.31017	677.31017	677.31017	677.31017
12	3	2	5	1	0	50	3	19	1065.346538	22	37	13	7	1064.27381	1064.27381	1064.27381	1064.27381
12	3	2	5	1	0	50	3	29	1426.659471	23	38	13	8	1425.76884	1425.76884	1425.76884	1425.76884
12	3	2	5	1	0	50	5	9	756.2746667	17	31	13	5	756.77932	756.77932	756.77932	756.77932
12	3	2	5	1	0	50	5	19	1177.461747	21	32	13	6	1177.7068	1177.7068	1177.7068	1177.7068
12	3	2	5	1	0	50	5	29	1557.774627	22	34	13	7	1558.48835	1558.48835	1558.48835	1558.48835
12	3	2	5	1	0	100	1	9	636.8349088	19	47	13	8	636.87696	636.87696	636.87696	636.87696
12	3	2	5	1	0	100	1	19	988.1736057	22	50	13	9	987.57087	987.57087	987.57087	987.57087
12	3	2	5	1	0	100	1	29	1329.249981	24	51	13	9	1329.2423	1329.2423	1329.2423	1329.2423
12	3	2	5	1	0	100	3	9	806.9400774	16	40	13	6	806.85922	806.85922	806.85922	806.85922
12	3	2	5	1	0	100	3	19	1206.276523	20	42	13	7	1205.33631	1205.33631	1205.33631	1205.33631
12	3	2	5	1	0	100	3	29	1571.692755	22	44	13	8	1570.76505	1570.76505	1570.76505	1570.76505
12	3	2	5	1	0	100	5	9	909.0775429	15	33	13	5	908.47497	908.47497	908.47497	908.47497
12	3	2	5	1	0	100	5	19	1342.189528	19	36	13	6	1341.70542	1341.70542	1341.70542	1341.70542
12	3	2	5	1	0	100	5	29	1728.311096	21	37	13	7	1726.967	1726.967	1726.967	1726.967
12	3	2	5	1	0	200	1	9	750.3193545	17	70	13	8	749.9737	749.9737	749.9737	749.9737
12	3	2	5	1	0	200	1	19	1111.913783	21	74	13	9	1112.55191	1112.55191	1112.55191	1112.55191
12	3	2	5	1	0	200	1	29	1457.261446	23	76	13	9	1457.37294	1457.37294	1457.37294	1457.37294
12	3	2	5	1	0	200	3	9	1009.224132	16	41	13	6	1009.1909	1009.1909	1009.1909	1009.1909
12	3	2	5	1	0	200	3	19	1413.490217	20	45	13	7	1413.51723	1413.51723	1413.51723	1413.51723
12	3	2	5	1	0	200	3	29	1782.038693	21	47	13	8	1783.1382	1783.1382	1783.1382	1783.1382
12	3	2	5	1	0	200	5	9	1127.656605	13	38	13	5	1127.81124	1127.81124	1127.81124	1127.81124
12	3	2	5	1	0	200	5	19	1585.533373	17	42	13	6	1586.10269	1586.10269	1586.10269	1586.10269
12	3	2	5	1	0	200	5	29	1982.729915	19	44	13	7	1983.13622	1983.13622	1983.13622	1983.13622
12	4	2	0	1	5	50	1	9	342.1508377	19	41	0	0	342.39588	342.39588	342.39588	342.39588
12	4	2	0	1	5	50	1	19	562.7996784	21	43	0	0	563.00618	563.00618	563.00618	563.00618
12	4	2	0	1	5	50	1	29	778.7209386	22	44	0	0	778.69233	778.69233	778.69233	778.69233
12	4	2	0	1	5	50	3	9	395.8641263	16	35	0	0	395.96407	395.96407	395.96407	395.96407
12	4	2	0	1	5	50	3	19	629.7332635	19	36	0	0	629.8193	629.8193	629.8193	629.8193
12	4	2	0	1	5	50	3	29	852.9485845	20	36	0	0	853.04537	853.04537	853.04537	853.04537
12	4	2	0	1	5	50	5	9	421.8082369	16	31	0	0	421.49347	421.49347	421.49347	421.49347
12	4	2	0	1	5	50	5	19	662.6117623	19	32	0	0	662.39975	662.39975	662.39975	662.39975
12	4	2	0	1	5	50	5	29	890.8896656	20	33	0	0	891.04747	891.04747	891.04747	891.04747
12	4	2	0	1	5	100	1	9	422.9769164	15	60	0	0	423.18635	423.18635	423.18635	423.18635
12	4	2	0	1	5	100	1	19	650.8301793	18	63	0	0	650.99606	650.99606	650.99606	650.99606
12	4	2	0	1	5	100	1	29	869.6621057	20	64	0	0	870.61536	870.61536	870.61536	870.61536
12	4	2	0	1	5	100	3	9	500.8375455	16	37	0	0	501.07634	501.07634	501.07634	501.07634
12	4	2	0	1	5	100	3	19	742.0664112	18	40	0	0	741.67522	741.67522	741.67522	741.67522
12	4	2	0	1	5	100	3	29	969.6890938	19	41	0	0	970.20336	970.20336	970.20336	970.20336
12	4	2	0	1	5	100	5	9	539.3275125	14	35	0	0	539.20968	539.20968	539.20968	539.20968
12	4	2	0	1	5	100	5	19	796.1818688	17	37	0	0	796.22727	796.22727	796.22727	796.22727
12	4	2	0	1	5	100	5	29	1031.727283	18	37	0	0	1030.65926	1030.65926	1030.65926	1030.65926
12	4	2	0	1	5	200	1	9	526.8241883	15	62	0	0	526.54387	526.54387	526.54387	526.54387
12	4	2	0	1	5	200	1	19	758.0433439	18	65	0	0	758.55664	758.55664	758.55664	758.55664
12	4	2	0	1	5	200	1	29	978.6651073	19	67	0	0	978.13993	978.13993	978.13993	978.13993
12	4	2	0	1	5	200	3	9	686.1480709	10	52	0	0	685.83661	685.83661	685.83661	685.83661
12	4	2	0	1	5	200	3	19	943.0450872	15	41	0	0	943.68212	943.68212	943.68212	943.68212
12	4	2	0	1	5	200	3	29	1172.041068	17	42	0	0	1172.47735	1172.47735	1172.47735	1172.47735
12	4	2	0	1	5	200	5	9	739.9581236	12	36	0	0	739.87466	739.87466	739.87466	739.87466
12	4	2	0	1	5	200	5	19	1002.242138	16	38	0	0	1002.15168	1002.15168	1002.15168	1002.15168
12	4	2	0	1	5	200	5	29	1242.519229	18	40	0	0	1241.95206	1241.95206	1241.95206	1241.95206
12	4	2	1	1	4	50	1	9	416.3452165	21	43	5	2	416.58967	423.83899	419.47695	422.76629
12	4	2	1	1	4	50	1	19	708.7681578	23	45	5	3	708.73286	720.19955	711.8019	714.59563
12	4	2	1	1	4	50	1	29	995.6393362	24	46	5	3	995.18946	1009.95568	998.17536	1000.79303
12	4	2	1	1	4	50	3	9	481.5119607	18	36	5	1	481.9197	492.77595	490.20651	504.46203
12	4	2	1	1	4	50	3	19	790.369156	21	37	5	2	790.26884	810.10085	801.08336	814.40157
12	4	2	1	1	4	50	3	29	1086.551595	22	37	5	2	1086.10981	1112.73326	1097.72155	1110.83334
12	4	2	1	1	4	50	5	9	513.1431353	18	32	5	1	513.37704	525.23508	525.3895	551.69699
